CA14,54.6346926,-3.5380221
B94,52.3495479,-1.7938850
TR18,50.1174074,-5.5425056
L74,53.3930523,-2.9882833
SM4,51.3931470,-0.1996608
CM18,51.7552911,0.1060047
W1U,51.5187153,-0.1534804
WS13,52.6925953,-1.8189572
TS21,54.6281830,-1.4287816
PE32,52.7278429,0.6349892
SS3,51.5432969,0.7891019
E8,51.5436904,-0.0661452
MK3,51.9937256,-0.7517663
E14,51.5061699,-0.0184998
M1,53.4774963,-2.2362343
TW3,51.4681228,-0.3638733
WR99,52.1948626,-2.2031010
LE6,52.6570218,-1.2331852
NR26,52.9387975,1.2088922
WF1,53.6874355,-1.4935886
PE37,52.6410311,0.6995141
ME9,51.3358666,0.7219229
PH15,56.6097022,-3.9407898
BN14,50.8340609,-0.3817303
DA7,51.4656011,0.1459735
EH26,55.8334533,-3.2242391
IP28,52.3308885,0.5278417
KA23,55.6934667,-4.8575881
ML2,55.7768458,-3.9138139
BS99,51.4450405,-2.5956233
CO7,51.8816629,1.0052818
SO14,50.9071878,-1.3973862
EH45,55.6544414,-3.1908306
KA2,55.5956268,-4.5665250
LE67,52.7156016,-1.3623080
SY24,52.4727828,-4.0207042
KW13,58.4783320,-3.8949963
TW17,51.3982100,-0.4476473
NG3,52.9695328,-1.1273629
EX17,50.8116834,-3.7053311
BS35,51.5977668,-2.5487713
BT25,54.3959469,-6.1138325
HA1,51.5799962,-0.3383049
NG14,53.0177831,-1.0390068
BA2,51.3592543,-2.3793066
DG6,54.8371503,-4.0555469
KT20,51.2864936,-0.2311279
CW5,53.0619376,-2.5221792
CH63,53.3442867,-3.0125451
DN18,53.6811955,-0.4476705
HP5,51.7128444,-0.6085614
RG25,51.2271784,-1.1624243
PA19,55.9529227,-4.8261532
ME6,51.3228393,0.4347653
LL29,53.2891437,-3.7084555
BH1,50.7249204,-1.8602459
IV24,57.8912204,-4.3559987
GU46,51.3385812,-0.8320474
LD1,52.2607456,-3.3662735
WC2R,51.5116889,-0.1183208
TN20,51.0167888,0.2503568
FY3,53.8212841,-3.0204371
SK5,53.4351388,-2.1525459
EH37,55.8613517,-2.9598479
G61,55.9191422,-4.3315668
DN11,53.4488260,-1.0821884
EX23,50.8243103,-4.5328043
B12,52.4607564,-1.8836558
NP8,51.8618552,-3.1546668
BT30,54.3352858,-5.7027260
WD19,51.6308706,-0.3906420
TA22,51.0456933,-3.5451925
PH39,56.9123133,-5.8417320
LD6,52.3100474,-3.5092516
W1D,51.5133117,-0.1327615
NE17,54.9125064,-1.8171473
EH48,55.8989296,-3.6648047
GL2,51.8431569,-2.2702834
TA16,50.9094738,-2.7935591
PH43,57.0154066,-6.2814874
HS5,57.7653976,-7.0112702
SK6,53.4051341,-2.0802790
HP14,51.6524063,-0.8387317
SE27,51.4305427,-0.1023126
EH35,55.9108636,-2.9447636
GL7,51.7113826,-1.8967753
NR33,52.4540969,1.7167978
TR9,50.4134665,-4.9352015
KA3,55.6454507,-4.4967970
GL5,51.7381408,-2.2210178
G82,55.9517278,-4.5740174
SE4,51.4610268,-0.0352253
DN5,53.5383490,-1.1744232
EH28,55.9298906,-3.3887501
SN3,51.5616826,-1.7456549
RM1,51.5829090,0.1835712
ST13,53.1009844,-2.0193009
WR9,52.2667884,-2.1583548
OX39,51.7016670,-0.9158158
CT15,51.1725483,1.2818765
CF30,51.5196309,-3.1195669
FK8,56.1317020,-4.0593036
LE19,52.5844805,-1.2064606
SA99,51.6699957,-3.9454456
LA4,54.0702298,-2.8525004
NE5,54.9961368,-1.6888196
TS9,54.4659991,-1.1652944
PH34,56.9203102,-4.9276530
PH12,56.5758920,-3.1549046
PL31,50.4691274,-4.7226505
LL60,53.2154645,-4.2745450
WR4,52.2037340,-2.1898149
TR17,50.1255013,-5.4684713
NG10,52.9005705,-1.2841731
OX20,51.8558919,-1.3577401
PO14,50.8387029,-1.2188991
SO51,50.9959687,-1.5037602
BH5,50.7252980,-1.8322739
SP11,51.2275811,-1.5120802
BT3,54.6172417,-5.9037040
TD10,55.7114784,-2.4518628
EC1Y,51.5230455,-0.0924717
BB12,53.8034114,-2.2927166
TS6,54.5656389,-1.1534611
DD7,56.5028985,-2.7195271
E2,51.5296098,-0.0626270
SY15,52.5532761,-3.1331948
DH9,54.8684514,-1.7109643
WR14,52.1144453,-2.3204072
PE5,52.5748693,-0.3505212
DL7,54.3378836,-1.4855331
CH41,53.3942234,-3.0326994
G66,55.9404977,-4.1539230
BD98,53.8168050,-1.7653258
ST20,52.7982810,-2.2761054
LU3,51.9086465,-0.4426142
AL3,51.7803976,-0.3775501
